time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010445150000	11.6427	1.71187	5.13275	0.278763	0.190647	radar	1.17037	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8752	1.77547	5.11747	0.285915	0.188046	lidar	0.520042	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1265	1.865	5.13957	0.30092	0.192962	radar	1.13553	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3713	1.8914	5.12504	0.286361	0.162356	lidar	0.866037	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6243	1.95041	5.14093	0.285096	0.147959	radar	0.934568	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8253	2.08698	5.11664	0.328082	0.193914	lidar	3.46908	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0849	2.18954	5.1608	0.340984	0.192617	radar	3.55081	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2878	2.33233	5.14105	0.381906	0.232864	lidar	2.56705	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4736	2.48764	5.08869	0.433446	0.291686	radar	10.8832	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7204	2.59854	5.10595	0.446616	0.289324	lidar	0.714716	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9406	2.71617	5.09494	0.466671	0.298572	radar	0.251732	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1667	2.86585	5.1089	0.496815	0.31713	lidar	0.456947	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4131	2.96919	5.1378	0.493798	0.285193	radar	1.59699	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6236	3.04338	5.10189	0.48903	0.262974	lidar	2.3885	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8509	3.19084	5.1305	0.509049	0.265322	radar	3.8972	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0542	3.38117	5.14475	0.554012	0.304236	lidar	1.11704	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2649	3.54767	5.14688	0.586362	0.32926	radar	2.41348	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4752	3.73194	5.16643	0.620424	0.350208	lidar	0.695071	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6881	3.86553	5.16078	0.628921	0.338768	radar	0.962949	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9093	4.00742	5.16611	0.637921	0.32871	lidar	0.254657	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1056	4.1758	5.15235	0.668598	0.355649	radar	1.71705	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3019	4.36778	5.16824	0.699503	0.370979	lidar	0.403392	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5118	4.52905	5.17787	0.710355	0.359001	radar	0.691497	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6914	4.69963	5.16631	0.732188	0.364365	lidar	0.428053	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.844	4.90737	5.13494	0.788301	0.432822	radar	4.7249	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0087	5.1276	5.15009	0.827049	0.452839	lidar	0.460111	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1777	5.30743	5.1345	0.850509	0.460189	radar	1.86071	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3403	5.48814	5.12095	0.86996	0.456739	lidar	0.280915	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4946	5.67154	5.09742	0.896509	0.470676	radar	3.53262	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6941	5.79624	5.06597	0.882428	0.427562	lidar	2.43012	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8325	6.00762	5.05302	0.924046	0.465665	radar	1.36499	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0111	6.18889	5.05341	0.931436	0.446584	lidar	0.77242	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1566	6.40272	5.05866	0.958682	0.453692	radar	0.56251	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2803	6.63021	5.0636	0.993144	0.467456	lidar	0.304763	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4083	6.85113	5.06273	1.02444	0.481536	radar	0.229431	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5618	6.99351	5.00957	1.01951	0.45043	lidar	3.19661	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7085	7.20219	5.0192	1.02862	0.426041	radar	0.499898	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.911	7.33914	4.98658	1.00335	0.373	lidar	4.82366	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.9926	7.56105	4.95755	1.05462	0.430827	radar	4.59669	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0868	7.80651	4.9716	1.09243	0.449332	lidar	0.572318	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2042	8.02073	4.9684	1.1096	0.4412	radar	0.375645	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2863	8.23135	4.94414	1.13785	0.449759	lidar	1.76384	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3825	8.4485	4.93799	1.15499	0.436324	radar	2.47236	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4808	8.60353	4.86859	1.16066	0.421374	lidar	5.62831	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5662	8.82349	4.85746	1.18869	0.436477	radar	0.810055	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7335	8.99035	4.82982	1.16889	0.38976	lidar	4.90829	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8	9.22261	4.82265	1.20852	0.42596	radar	1.04841	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.936	9.43177	4.82483	1.2064	0.39873	lidar	2.71362	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9736	9.66715	4.80807	1.25971	0.458395	radar	2.93974	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0659	9.89136	4.8098	1.27338	0.447619	lidar	0.467923	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1235	10.1391	4.82727	1.29806	0.442651	radar	6.71482	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1754	10.393	4.84584	1.32766	0.450231	lidar	0.333747	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.187	10.6353	4.83503	1.3796	0.500565	radar	2.9861	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2495	10.8912	4.85879	1.3995	0.493374	lidar	1.4964	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.278	11.1442	4.87216	1.42642	0.490162	radar	4.73505	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3135	11.3779	4.86494	1.44865	0.488054	lidar	0.0496234	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2553	11.6309	4.85366	1.53117	0.588539	radar	10.6372	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3289	11.8662	4.85532	1.53314	0.55781	lidar	4.70508	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.355	12.1014	4.8544	1.53502	0.502748	radar	3.82741	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3457	12.3734	4.88473	1.56803	0.50929	lidar	0.866728	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2937	12.6144	4.8744	1.62993	0.576384	radar	3.20439	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.319	12.8527	4.87062	1.64158	0.557831	lidar	1.83056	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3046	13.0877	4.86212	1.66908	0.561634	radar	2.14278	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2677	13.3049	4.83642	1.7004	0.567028	lidar	1.24029	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.228	13.5412	4.83427	1.72617	0.557212	radar	1.34208	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2103	13.7925	4.84655	1.74514	0.546676	lidar	1.17311	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1524	14.0228	4.83934	1.78301	0.567538	radar	0.879813	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0998	14.2708	4.85237	1.81043	0.565568	lidar	0.254144	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0273	14.5006	4.84917	1.84172	0.566519	radar	1.41281	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9225	14.7458	4.87002	1.88326	0.579281	lidar	1.1686	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8549	14.9671	4.85757	1.89943	0.551192	radar	3.46134	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8217	15.1896	4.83889	1.90957	0.533882	lidar	2.1963	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.6869	15.4004	4.83691	1.98962	0.645558	radar	7.75045	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.651	15.5995	4.79543	1.99974	0.624743	lidar	3.95401	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5541	15.8097	4.78657	2.02589	0.614183	radar	1.46558	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4516	16.0199	4.78143	2.0548	0.612634	lidar	0.0359402	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3484	16.2315	4.77707	2.06877	0.574518	radar	1.93651	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2366	16.412	4.74702	2.09935	0.578631	lidar	1.04462	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1156	16.612	4.74345	2.12903	0.581129	radar	0.322024	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	18.9895	16.8153	4.74646	2.15664	0.579383	lidar	0.0380485	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8323	17.0058	4.75731	2.21713	0.650153	radar	6.25729	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6689	17.2257	4.79762	2.24965	0.647374	lidar	1.50021	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5641	17.4345	4.78546	2.23097	0.542705	radar	6.27161	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3582	17.6157	4.81226	2.27703	0.560877	lidar	3.74705	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2212	17.8085	4.806	2.27858	0.50417	radar	2.35085	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0888	17.9959	4.79654	2.29448	0.494966	lidar	0.912853	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9115	18.1518	4.78975	2.33918	0.533961	radar	2.05417	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7736	18.3019	4.75216	2.36122	0.531291	lidar	1.28914	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6371	18.4864	4.74446	2.36767	0.500902	radar	6.69141	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4499	18.6602	4.76404	2.39471	0.501893	lidar	0.340514	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2667	18.8033	4.75628	2.43078	0.52272	radar	1.83017	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1022	18.9429	4.73263	2.45536	0.522353	lidar	0.476222	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9347	19.1133	4.73689	2.46667	0.499146	radar	2.98102	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7198	19.2266	4.73273	2.5073	0.515949	lidar	2.74214	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5311	19.3782	4.74197	2.53146	0.51879	radar	3.18542	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3154	19.5309	4.7724	2.55692	0.516657	lidar	0.771703	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0905	19.6154	4.76223	2.60911	0.558537	radar	10.1198	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8889	19.7561	4.7744	2.62934	0.549751	lidar	0.758381	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6976	19.8832	4.76092	2.63291	0.498183	radar	3.19311	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4758	20.0295	4.79434	2.65061	0.488708	lidar	1.38576	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2689	20.1681	4.80656	2.66166	0.467917	radar	5.70629	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0778	20.3022	4.80252	2.67249	0.454858	lidar	1.79061	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8485	20.3838	4.80202	2.71108	0.480761	radar	2.175	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6337	20.5028	4.81107	2.72751	0.472313	lidar	0.655239	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.4008	20.5872	4.82006	2.76506	0.501339	radar	1.35761	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1555	20.661	4.83228	2.79747	0.508525	lidar	0.813534	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9213	20.7305	4.83642	2.83387	0.531903	radar	0.394631	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6528	20.7914	4.86748	2.86928	0.539712	lidar	2.03375	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.4076	20.8205	4.86955	2.92441	0.595674	radar	2.32762	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1593	20.8635	4.87667	2.95751	0.598809	lidar	0.204044	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.929	20.9214	4.87314	2.97883	0.587241	radar	1.74114	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.718	20.9715	4.84895	2.99996	0.579898	lidar	1.66857	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4702	21.0099	4.86068	3.02851	0.58143	radar	2.65353	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2229	21.048	4.87167	3.0529	0.575744	lidar	0.226503	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9851	21.0674	4.86951	3.08434	0.584635	radar	0.908649	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.737	21.0408	4.86341	3.12754	0.600038	lidar	1.81045	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4909	21.0271	4.86312	3.163	0.606291	radar	1.06615	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2667	21.0242	4.84486	3.19035	0.604208	lidar	0.592603	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0146	20.9849	4.85109	3.23017	0.614576	radar	4.14259	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7951	20.95	4.82621	3.26432	0.619876	lidar	0.527202	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5465	20.9506	4.82649	3.26648	0.561788	radar	5.69646	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2763	20.9753	4.86734	3.27161	0.533947	lidar	3.49129	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0372	20.957	4.86581	3.29022	0.522427	radar	1.01205	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.83075	20.9219	4.82984	3.31575	0.523789	lidar	1.62384	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.59147	20.9161	4.819	3.31059	0.463594	radar	2.30657	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.38812	20.8663	4.78256	3.33785	0.469883	lidar	1.24086	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.16125	20.8266	4.77601	3.35889	0.469122	radar	1.52817	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.88523	20.7908	4.82292	3.37264	0.456397	lidar	1.89262	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.66498	20.7126	4.81115	3.40678	0.473265	radar	4.53038	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.40113	20.626	4.84774	3.43615	0.478024	lidar	2.70233	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.17246	20.5456	4.849	3.46617	0.489716	radar	0.11968	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.9335	20.4653	4.86013	3.48982	0.488327	lidar	0.13273	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71688	20.3786	4.85793	3.52446	0.513837	radar	3.52929	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.42741	20.3187	4.9225	3.52975	0.488434	lidar	3.78181	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.19885	20.2208	4.92357	3.55326	0.485005	radar	0.224321	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.93999	20.1392	4.9562	3.56551	0.47026	lidar	1.01873	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.71639	20.0466	4.94977	3.58201	0.458468	radar	0.400326	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.46912	19.9572	4.97114	3.59429	0.445734	lidar	0.560579	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.2527	19.8626	4.96163	3.6121	0.442443	radar	2.70983	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.99364	19.7711	4.99576	3.61924	0.424442	lidar	1.23006	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.77427	19.6231	5.01536	3.66263	0.465297	radar	2.24129	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.58202	19.5031	4.98881	3.68739	0.467937	lidar	0.89721	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.38241	19.3528	4.98611	3.72218	0.484833	radar	1.6944	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.16292	19.2531	4.98449	3.72987	0.466326	lidar	1.87186	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.96409	19.1414	4.95673	3.73636	0.435772	radar	4.46013	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78999	18.9904	4.93167	3.76788	0.447764	lidar	0.597818	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58562	18.8401	4.94617	3.79535	0.461143	radar	1.49902	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4006	18.7083	4.92777	3.81338	0.456138	lidar	1.05058	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21118	18.5668	4.90938	3.82398	0.430699	radar	1.39211	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07332	18.4091	4.8618	3.85835	0.447304	lidar	2.2475	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89653	18.2359	4.88758	3.90273	0.497973	radar	7.01982	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
